race_id,track,track_overtaking_difficulty,track_avg_speed,driver_name,team,driver_skill,car_performance,weather,grid_position,tire_strategy,pit_stops,had_incident,safety_car,finishing_position,won,podium,points_finish,points_earned
47,Suzuka,50,80,Russell,Mercedes,87,90,mixed,4,mixed,2,False,False,4,0,0,1,12
47,Suzuka,50,80,Norris,McLaren,90,88,mixed,2,hard,1,False,False,5,0,0,1,10
47,Suzuka,50,80,Alonso,AstonMartin,89,85,mixed,4,soft,2,False,True,6,0,0,1,8
47,Suzuka,50,80,Perez,RedBull,87,95,mixed,8,mixed,3,False,True,7,0,0,1,6
47,Suzuka,50,80,Piastri,McLaren,85,88,mixed,7,soft,2,False,False,8,0,0,1,4
47,Suzuka,50,80,Sainz,Ferrari,88,92,mixed,14,mixed,2,False,True,9,0,0,1,2
47,Suzuka,50,80,Stroll,AstonMartin,82,85,mixed,7,hard,2,False,False,10,0,0,1,1
47,Suzuka,50,80,Gasly,Alpine,83,80,mixed,13,mixed,2,False,False,11,0,0,0,0
47,Suzuka,50,80,Hulkenberg,Haas,82,74,mixed,14,soft,3,False,True,12,0,0,0,0
47,Suzuka,50,80,Tsunoda,AlphaTauri,81,77,mixed,13,medium,2,False,False,13,0,0,0,0
47,Suzuka,50,80,Ricciardo,AlphaTauri,84,77,mixed,14,medium,2,False,False,14,0,0,0,0
47,Suzuka,50,80,Sargeant,Williams,77,75,mixed,14,medium,2,False,False,15,0,0,0,0
47,Suzuka,50,80,Bottas,AlfaRomeo,85,76,mixed,17,hard,3,False,False,16,0,0,0,0
47,Suzuka,50,80,Zhou,AlfaRomeo,79,76,mixed,16,mixed,3,False,False,17,0,0,0,0
47,Suzuka,50,80,Albon,Williams,83,75,mixed,16,hard,2,False,False,18,0,0,0,0
47,Suzuka,50,80,DeVries,Alpine,78,80,mixed,19,hard,2,False,False,19,0,0,0,0
47,Suzuka,50,80,Magnussen,Haas,80,74,mixed,20,soft,2,False,False,20,0,0,0,0
48,RedBullRing,50,83,Hamilton,Mercedes,94,90,dry,2,hard,1,False,False,1,1,1,1,25
48,RedBullRing,50,83,Verstappen,RedBull,95,95,dry,2,hard,3,False,False,2,0,1,1,18
48,RedBullRing,50,83,Russell,Mercedes,87,90,dry,2,hard,3,False,False,3,0,1,1,15
48,RedBullRing,50,83,Norris,McLaren,90,88,dry,2,soft,2,False,False,4,0,0,1,12
48,RedBullRing,50,83,Perez,RedBull,87,95,dry,4,soft,2,False,False,5,0,0,1,10
48,RedBullRing,50,83,Leclerc,Ferrari,92,92,dry,8,soft,2,False,True,6,0,0,1,8
48,RedBullRing,50,83,Alonso,AstonMartin,89,85,dry,9,soft,2,False,False,7,0,0,1,6
48,RedBullRing,50,83,Piastri,McLaren,85,88,dry,9,soft,3,False,False,8,0,0,1,4
48,RedBullRing,50,83,Stroll,AstonMartin,82,85,dry,11,mixed,2,False,True,9,0,0,1,2
48,RedBullRing,50,83,Hulkenberg,Haas,82,74,dry,9,mixed,2,False,True,10,0,0,1,1
48,RedBullRing,50,83,Magnussen,Haas,80,74,dry,12,medium,1,False,False,11,0,0,0,0
48,RedBullRing,50,83,Bottas,AlfaRomeo,85,76,dry,13,soft,2,False,False,12,0,0,0,0
48,RedBullRing,50,83,DeVries,Alpine,78,80,dry,13,hard,1,False,False,13,0,0,0,0
48,RedBullRing,50,83,Gasly,Alpine,83,80,dry,16,medium,2,False,False,14,0,0,0,0
48,RedBullRing,50,83,Tsunoda,AlphaTauri,81,77,dry,15,mixed,2,False,False,15,0,0,0,0
48,RedBullRing,50,83,Albon,Williams,83,75,dry,18,medium,2,False,False,16,0,0,0,0
48,RedBullRing,50,83,Ricciardo,AlphaTauri,84,77,dry,20,hard,1,False,False,17,0,0,0,0
48,RedBullRing,50,83,Zhou,AlfaRomeo,79,76,dry,18,soft,1,False,False,18,0,0,0,0
48,RedBullRing,50,83,Sargeant,Williams,77,75,dry,17,medium,2,False,True,19,0,0,0,0
48,RedBullRing,50,83,Sainz,Ferrari,88,92,dry,6,mixed,1,True,False,20,0,0,0,0
49,Baku,60,80,Hamilton,Mercedes,94,90,wet,1,mixed,2,False,False,1,1,1,1,25
49,Baku,60,80,Leclerc,Ferrari,92,92,wet,1,medium,2,False,False,2,0,1,1,18
49,Baku,60,80,Perez,RedBull,87,95,wet,4,soft,2,False,False,3,0,1,1,15
49,Baku,60,80,Russell,Mercedes,87,90,wet,3,mixed,2,False,False,4,0,0,1,12
49,Baku,60,80,Sainz,Ferrari,88,92,wet,5,hard,1,False,False,5,0,0,1,10
49,Baku,60,80,Norris,McLaren,90,88,wet,10,soft,3,False,False,6,0,0,1,8
49,Baku,60,80,Verstappen,RedBull,95,95,wet,16,hard,2,False,False,7,0,0,1,6
49,Baku,60,80,Stroll,AstonMartin,82,85,wet,4,mixed,2,False,False,8,0,0,1,4
49,Baku,60,80,Piastri,McLaren,85,88,wet,9,mixed,2,False,False,9,0,0,1,2
49,Baku,60,80,Alonso,AstonMartin,89,85,wet,11,soft,1,False,False,10,0,0,1,1
49,Baku,60,80,Bottas,AlfaRomeo,85,76,wet,7,hard,1,False,True,11,0,0,0,0
49,Baku,60,80,DeVries,Alpine,78,80,wet,12,soft,1,False,False,12,0,0,0,0
49,Baku,60,80,Sargeant,Williams,77,75,wet,10,mixed,2,False,False,13,0,0,0,0
49,Baku,60,80,Tsunoda,AlphaTauri,81,77,wet,16,soft,3,False,False,14,0,0,0,0
49,Baku,60,80,Zhou,AlfaRomeo,79,76,wet,15,hard,3,False,False,15,0,0,0,0
49,Baku,60,80,Ricciardo,AlphaTauri,84,77,wet,16,mixed,2,False,False,16,0,0,0,0
49,Baku,60,80,Magnussen,Haas,80,74,wet,18,hard,3,False,True,17,0,0,0,0
49,Baku,60,80,Gasly,Alpine,83,80,wet,19,medium,2,False,False,18,0,0,0,0
49,Baku,60,80,Hulkenberg,Haas,82,74,wet,20,hard,3,False,False,19,0,0,0,0
49,Baku,60,80,Albon,Williams,83,75,wet,10,hard,3,True,False,20,0,0,0,0
50,Singapore,70,65,Hamilton,Mercedes,94,90,dry,2,soft,2,False,False,1,1,1,1,25
50,Singapore,70,65,Verstappen,RedBull,95,95,dry,3,mixed,2,False,False,2,0,1,1,18
50,Singapore,70,65,Leclerc,Ferrari,92,92,dry,1,hard,1,False,True,3,0,1,1,15
50,Singapore,70,65,Perez,RedBull,87,95,dry,4,medium,2,False,True,4,0,0,1,12
50,Singapore,70,65,Norris,McLaren,90,88,dry,4,soft,2,False,False,5,0,0,1,10
50,Singapore,70,65,Alonso,AstonMartin,89,85,dry,8,soft,2,False,False,6,0,0,1,8
50,Singapore,70,65,Gasly,Alpine,83,80,dry,9,mixed,2,False,False,7,0,0,1,6
50,Singapore,70,65,Albon,Williams,83,75,dry,5,mixed,2,False,False,8,0,0,1,4
50,Singapore,70,65,Sainz,Ferrari,88,92,dry,18,soft,2,False,False,9,0,0,1,2
50,Singapore,70,65,Stroll,AstonMartin,82,85,dry,13,soft,3,False,False,10,0,0,1,1
50,Singapore,70,65,Tsunoda,AlphaTauri,81,77,dry,11,medium,1,False,False,11,0,0,0,0
50,Singapore,70,65,Bottas,AlfaRomeo,85,76,dry,13,mixed,2,False,False,12,0,0,0,0
50,Singapore,70,65,Ricciardo,AlphaTauri,84,77,dry,12,soft,2,False,False,13,0,0,0,0
50,Singapore,70,65,Hulkenberg,Haas,82,74,dry,13,mixed,2,False,False,14,0,0,0,0
50,Singapore,70,65,Sargeant,Williams,77,75,dry,13,mixed,2,False,False,15,0,0,0,0
50,Singapore,70,65,DeVries,Alpine,78,80,dry,15,soft,1,False,False,16,0,0,0,0
50,Singapore,70,65,Zhou,AlfaRomeo,79,76,dry,19,hard,2,False,False,17,0,0,0,0
50,Singapore,70,65,Magnussen,Haas,80,74,dry,20,soft,2,False,False,18,0,0,0,0
50,Singapore,70,65,Piastri,McLaren,85,88,dry,10,mixed,2,True,False,19,0,0,0,0
50,Singapore,70,65,Russell,Mercedes,87,90,dry,17,mixed,2,True,False,20,0,0,0,0
51,Jeddah,65,88,Hamilton,Mercedes,94,90,wet,1,soft,1,False,False,1,1,1,1,25
51,Jeddah,65,88,Leclerc,Ferrari,92,92,wet,2,medium,2,False,False,2,0,1,1,18
51,Jeddah,65,88,Verstappen,RedBull,95,95,wet,9,hard,2,False,False,3,0,1,1,15
51,Jeddah,65,88,Perez,RedBull,87,95,wet,6,medium,1,False,False,4,0,0,1,12
51,Jeddah,65,88,Alonso,AstonMartin,89,85,wet,6,hard,2,False,False,5,0,0,1,10
51,Jeddah,65,88,Sainz,Ferrari,88,92,wet,9,soft,2,False,False,6,0,0,1,8
51,Jeddah,65,88,Ricciardo,AlphaTauri,84,77,wet,2,mixed,2,False,False,7,0,0,1,6
51,Jeddah,65,88,Stroll,AstonMartin,82,85,wet,8,hard,1,False,False,8,0,0,1,4
51,Jeddah,65,88,Piastri,McLaren,85,88,wet,11,soft,2,False,False,9,0,0,1,2
51,Jeddah,65,88,Norris,McLaren,90,88,wet,15,hard,2,False,True,10,0,0,1,1
51,Jeddah,65,88,Hulkenberg,Haas,82,74,wet,6,medium,1,False,False,11,0,0,0,0
51,Jeddah,65,88,Russell,Mercedes,87,90,wet,19,soft,1,False,False,12,0,0,0,0
51,Jeddah,65,88,Bottas,AlfaRomeo,85,76,wet,14,medium,1,False,False,13,0,0,0,0
51,Jeddah,65,88,Sargeant,Williams,77,75,wet,11,mixed,2,False,False,14,0,0,0,0
51,Jeddah,65,88,Zhou,AlfaRomeo,79,76,wet,11,medium,1,False,False,15,0,0,0,0
51,Jeddah,65,88,Gasly,Alpine,83,80,wet,19,soft,2,False,False,16,0,0,0,0
51,Jeddah,65,88,DeVries,Alpine,78,80,wet,18,mixed,3,False,False,17,0,0,0,0
51,Jeddah,65,88,Magnussen,Haas,80,74,wet,18,medium,3,False,False,18,0,0,0,0
51,Jeddah,65,88,Albon,Williams,83,75,wet,20,hard,2,False,False,19,0,0,0,0
51,Jeddah,65,88,Tsunoda,AlphaTauri,81,77,wet,14,soft,1,True,False,20,0,0,0,0
52,Singapore,70,65,Perez,RedBull,87,95,mixed,1,mixed,3,False,False,1,1,1,1,25
52,Singapore,70,65,Verstappen,RedBull,95,95,mixed,7,medium,1,False,False,2,0,1,1,18
52,Singapore,70,65,Hamilton,Mercedes,94,90,mixed,7,soft,1,False,False,3,0,1,1,15
52,Singapore,70,65,Russell,Mercedes,87,90,mixed,4,mixed,2,False,False,4,0,0,1,12
52,Singapore,70,65,Norris,McLaren,90,88,mixed,6,soft,2,False,False,5,0,0,1,10
52,Singapore,70,65,Stroll,AstonMartin,82,85,mixed,1,soft,2,False,False,6,0,0,1,8
52,Singapore,70,65,Alonso,AstonMartin,89,85,mixed,11,mixed,1,False,False,7,0,0,1,6
52,Singapore,70,65,Sainz,Ferrari,88,92,mixed,14,medium,2,False,False,8,0,0,1,4
52,Singapore,70,65,Hulkenberg,Haas,82,74,mixed,7,soft,3,False,False,9,0,0,1,2
52,Singapore,70,65,Magnussen,Haas,80,74,mixed,7,mixed,3,False,False,10,0,0,1,1
52,Singapore,70,65,Gasly,Alpine,83,80,mixed,9,soft,3,False,False,11,0,0,0,0
52,Singapore,70,65,Ricciardo,AlphaTauri,84,77,mixed,15,hard,2,False,False,12,0,0,0,0
52,Singapore,70,65,Sargeant,Williams,77,75,mixed,12,hard,2,False,False,13,0,0,0,0
52,Singapore,70,65,Bottas,AlfaRomeo,85,76,mixed,15,hard,2,False,True,14,0,0,0,0
52,Singapore,70,65,Tsunoda,AlphaTauri,81,77,mixed,18,mixed,1,False,False,15,0,0,0,0
52,Singapore,70,65,DeVries,Alpine,78,80,mixed,20,hard,2,False,True,16,0,0,0,0
52,Singapore,70,65,Zhou,AlfaRomeo,79,76,mixed,20,soft,2,False,False,17,0,0,0,0
52,Singapore,70,65,Leclerc,Ferrari,92,92,mixed,1,hard,3,True,True,18,0,0,0,0
52,Singapore,70,65,Piastri,McLaren,85,88,mixed,16,hard,2,True,False,19,0,0,0,0
52,Singapore,70,65,Albon,Williams,83,75,mixed,17,medium,2,True,False,20,0,0,0,0
53,Monaco,95,60,Norris,McLaren,90,88,wet,1,hard,3,False,False,1,1,1,1,25
53,Monaco,95,60,Verstappen,RedBull,95,95,wet,3,soft,2,False,True,2,0,1,1,18
53,Monaco,95,60,Sainz,Ferrari,88,92,wet,3,hard,1,False,False,3,0,1,1,15
53,Monaco,95,60,Perez,RedBull,87,95,wet,5,hard,2,False,False,4,0,0,1,12
53,Monaco,95,60,Russell,Mercedes,87,90,wet,4,medium,2,False,False,5,0,0,1,10
53,Monaco,95,60,Alonso,AstonMartin,89,85,wet,8,medium,3,False,False,6,0,0,1,8
53,Monaco,95,60,Leclerc,Ferrari,92,92,wet,13,soft,3,False,False,7,0,0,1,6
53,Monaco,95,60,Hamilton,Mercedes,94,90,wet,14,medium,1,False,False,8,0,0,1,4
53,Monaco,95,60,Bottas,AlfaRomeo,85,76,wet,8,soft,2,False,False,9,0,0,1,2
53,Monaco,95,60,Gasly,Alpine,83,80,wet,9,medium,1,False,False,10,0,0,1,1
53,Monaco,95,60,DeVries,Alpine,78,80,wet,12,medium,2,False,False,11,0,0,0,0
53,Monaco,95,60,Zhou,AlfaRomeo,79,76,wet,16,mixed,2,False,False,12,0,0,0,0
53,Monaco,95,60,Ricciardo,AlphaTauri,84,77,wet,18,mixed,2,False,True,13,0,0,0,0
53,Monaco,95,60,Tsunoda,AlphaTauri,81,77,wet,16,soft,2,False,False,14,0,0,0,0
53,Monaco,95,60,Hulkenberg,Haas,82,74,wet,18,hard,3,False,False,15,0,0,0,0
53,Monaco,95,60,Sargeant,Williams,77,75,wet,17,hard,2,False,False,16,0,0,0,0
53,Monaco,95,60,Magnussen,Haas,80,74,wet,19,soft,1,False,False,17,0,0,0,0
53,Monaco,95,60,Stroll,AstonMartin,82,85,wet,1,medium,2,True,False,18,0,0,0,0
53,Monaco,95,60,Piastri,McLaren,85,88,wet,10,soft,1,True,False,19,0,0,0,0
53,Monaco,95,60,Albon,Williams,83,75,wet,14,mixed,1,True,False,20,0,0,0,0
54,Mexico,50,72,Hamilton,Mercedes,94,90,dry,3,medium,1,False,False,1,1,1,1,25
54,Mexico,50,72,Perez,RedBull,87,95,dry,4,mixed,2,False,False,2,0,1,1,18
54,Mexico,50,72,Verstappen,RedBull,95,95,dry,4,soft,2,False,False,3,0,1,1,15
54,Mexico,50,72,Sainz,Ferrari,88,92,dry,5,mixed,2,False,False,4,0,0,1,12
54,Mexico,50,72,Alonso,AstonMartin,89,85,dry,5,soft,3,False,False,5,0,0,1,10
54,Mexico,50,72,Leclerc,Ferrari,92,92,dry,11,hard,2,False,False,6,0,0,1,8
54,Mexico,50,72,Russell,Mercedes,87,90,dry,8,medium,3,False,False,7,0,0,1,6
54,Mexico,50,72,Piastri,McLaren,85,88,dry,7,mixed,2,False,True,8,0,0,1,4
54,Mexico,50,72,Bottas,AlfaRomeo,85,76,dry,6,mixed,1,False,False,9,0,0,1,2
54,Mexico,50,72,Stroll,AstonMartin,82,85,dry,9,soft,2,False,False,10,0,0,1,1
54,Mexico,50,72,Norris,McLaren,90,88,dry,14,soft,2,False,False,11,0,0,0,0
54,Mexico,50,72,Tsunoda,AlphaTauri,81,77,dry,10,hard,2,False,False,12,0,0,0,0
54,Mexico,50,72,Ricciardo,AlphaTauri,84,77,dry,12,mixed,2,False,False,13,0,0,0,0
54,Mexico,50,72,Albon,Williams,83,75,dry,12,hard,1,False,False,14,0,0,0,0
54,Mexico,50,72,DeVries,Alpine,78,80,dry,14,hard,3,False,False,15,0,0,0,0
54,Mexico,50,72,Sargeant,Williams,77,75,dry,13,soft,2,False,False,16,0,0,0,0
54,Mexico,50,72,Gasly,Alpine,83,80,dry,20,medium,2,False,False,17,0,0,0,0
54,Mexico,50,72,Zhou,AlfaRomeo,79,76,dry,14,mixed,2,False,False,18,0,0,0,0
54,Mexico,50,72,Magnussen,Haas,80,74,dry,18,mixed,2,False,False,19,0,0,0,0
54,Mexico,50,72,Hulkenberg,Haas,82,74,dry,20,mixed,1,False,False,20,0,0,0,0
55,Monza,35,90,Piastri,McLaren,85,88,dry,1,medium,2,False,False,1,1,1,1,25
55,Monza,35,90,Leclerc,Ferrari,92,92,dry,7,hard,1,False,False,2,0,1,1,18
55,Monza,35,90,Verstappen,RedBull,95,95,dry,8,mixed,2,False,False,3,0,1,1,15
55,Monza,35,90,Russell,Mercedes,87,90,dry,4,medium,2,False,False,4,0,0,1,12
55,Monza,35,90,Perez,RedBull,87,95,dry,6,soft,3,False,True,5,0,0,1,10
55,Monza,35,90,Alonso,AstonMartin,89,85,dry,7,soft,2,False,False,6,0,0,1,8
55,Monza,35,90,Ricciardo,AlphaTauri,84,77,dry,12,soft,2,False,False,7,0,0,1,6
55,Monza,35,90,Gasly,Alpine,83,80,dry,13,hard,1,False,False,8,0,0,1,4
55,Monza,35,90,Bottas,AlfaRomeo,85,76,dry,15,medium,1,False,False,9,0,0,1,2
55,Monza,35,90,Tsunoda,AlphaTauri,81,77,dry,13,mixed,2,False,False,10,0,0,1,1
55,Monza,35,90,Stroll,AstonMartin,82,85,dry,19,soft,2,False,False,11,0,0,0,0
55,Monza,35,90,Magnussen,Haas,80,74,dry,12,soft,2,False,False,12,0,0,0,0
55,Monza,35,90,DeVries,Alpine,78,80,dry,17,medium,2,False,False,13,0,0,0,0
55,Monza,35,90,Hulkenberg,Haas,82,74,dry,19,hard,2,False,False,14,0,0,0,0
55,Monza,35,90,Zhou,AlfaRomeo,79,76,dry,18,hard,1,False,False,15,0,0,0,0
55,Monza,35,90,Albon,Williams,83,75,dry,19,medium,2,False,False,16,0,0,0,0
55,Monza,35,90,Sargeant,Williams,77,75,dry,20,hard,3,False,False,17,0,0,0,0
55,Monza,35,90,Hamilton,Mercedes,94,90,dry,2,medium,2,True,False,18,0,0,0,0
55,Monza,35,90,Sainz,Ferrari,88,92,dry,2,hard,1,True,False,19,0,0,0,0
55,Monza,35,90,Norris,McLaren,90,88,dry,4,hard,2,True,False,20,0,0,0,0
56,Mexico,50,72,Perez,RedBull,87,95,dry,5,hard,2,False,False,1,1,1,1,25
56,Mexico,50,72,Leclerc,Ferrari,92,92,dry,4,medium,2,False,False,2,0,1,1,18
56,Mexico,50,72,Hamilton,Mercedes,94,90,dry,6,medium,2,False,False,3,0,1,1,15
56,Mexico,50,72,Verstappen,RedBull,95,95,dry,4,mixed,2,False,False,4,0,0,1,12
56,Mexico,50,72,Alonso,AstonMartin,89,85,dry,2,mixed,2,False,False,5,0,0,1,10
56,Mexico,50,72,Sainz,Ferrari,88,92,dry,7,mixed,2,False,False,6,0,0,1,8
56,Mexico,50,72,Norris,McLaren,90,88,dry,13,soft,2,False,False,7,0,0,1,6
56,Mexico,50,72,Ricciardo,AlphaTauri,84,77,dry,5,soft,1,False,False,8,0,0,1,4
56,Mexico,50,72,Stroll,AstonMartin,82,85,dry,11,medium,2,False,False,9,0,0,1,2
56,Mexico,50,72,Albon,Williams,83,75,dry,6,hard,2,False,False,10,0,0,1,1
56,Mexico,50,72,Bottas,AlfaRomeo,85,76,dry,13,hard,2,False,False,11,0,0,0,0
56,Mexico,50,72,Gasly,Alpine,83,80,dry,12,medium,3,False,False,12,0,0,0,0
56,Mexico,50,72,Tsunoda,AlphaTauri,81,77,dry,10,hard,2,False,False,13,0,0,0,0
56,Mexico,50,72,Piastri,McLaren,85,88,dry,20,hard,2,False,False,14,0,0,0,0
56,Mexico,50,72,Hulkenberg,Haas,82,74,dry,17,soft,1,False,False,15,0,0,0,0
56,Mexico,50,72,DeVries,Alpine,78,80,dry,18,medium,3,False,False,16,0,0,0,0
56,Mexico,50,72,Sargeant,Williams,77,75,dry,19,hard,2,False,False,17,0,0,0,0
56,Mexico,50,72,Zhou,AlfaRomeo,79,76,dry,20,soft,2,False,True,18,0,0,0,0
56,Mexico,50,72,Russell,Mercedes,87,90,dry,17,soft,2,True,False,19,0,0,0,0
56,Mexico,50,72,Magnussen,Haas,80,74,dry,16,mixed,2,True,False,20,0,0,0,0
57,Mexico,50,72,Verstappen,RedBull,95,95,dry,2,mixed,1,False,False,1,1,1,1,25
57,Mexico,50,72,Leclerc,Ferrari,92,92,dry,1,soft,1,False,False,2,0,1,1,18
57,Mexico,50,72,Perez,RedBull,87,95,dry,2,soft,3,False,False,3,0,1,1,15
57,Mexico,50,72,Hamilton,Mercedes,94,90,dry,4,hard,3,False,False,4,0,0,1,12
57,Mexico,50,72,Alonso,AstonMartin,89,85,dry,4,mixed,2,False,False,5,0,0,1,10
57,Mexico,50,72,Sainz,Ferrari,88,92,dry,7,mixed,1,False,False,6,0,0,1,8
57,Mexico,50,72,Norris,McLaren,90,88,dry,10,mixed,2,False,False,7,0,0,1,6
57,Mexico,50,72,Piastri,McLaren,85,88,dry,8,hard,2,False,False,8,0,0,1,4
57,Mexico,50,72,Hulkenberg,Haas,82,74,dry,10,soft,2,False,False,9,0,0,1,2
57,Mexico,50,72,Bottas,AlfaRomeo,85,76,dry,13,soft,3,False,False,10,0,0,1,1
57,Mexico,50,72,DeVries,Alpine,78,80,dry,11,soft,3,False,False,11,0,0,0,0
57,Mexico,50,72,Magnussen,Haas,80,74,dry,13,mixed,3,False,False,12,0,0,0,0
57,Mexico,50,72,Tsunoda,AlphaTauri,81,77,dry,13,soft,1,False,False,13,0,0,0,0
57,Mexico,50,72,Ricciardo,AlphaTauri,84,77,dry,14,soft,2,False,False,14,0,0,0,0
57,Mexico,50,72,Stroll,AstonMartin,82,85,dry,19,mixed,3,False,False,15,0,0,0,0
57,Mexico,50,72,Albon,Williams,83,75,dry,15,mixed,2,False,False,16,0,0,0,0
57,Mexico,50,72,Sargeant,Williams,77,75,dry,16,mixed,2,False,False,17,0,0,0,0
57,Mexico,50,72,Russell,Mercedes,87,90,dry,4,soft,2,True,False,18,0,0,0,0
57,Mexico,50,72,Gasly,Alpine,83,80,dry,17,soft,1,True,False,19,0,0,0,0
57,Mexico,50,72,Zhou,AlfaRomeo,79,76,dry,20,medium,3,True,True,20,0,0,0,0
58,Jeddah,65,88,Verstappen,RedBull,95,95,dry,3,medium,2,False,False,1,1,1,1,25
58,Jeddah,65,88,Perez,RedBull,87,95,dry,4,mixed,2,False,False,2,0,1,1,18
58,Jeddah,65,88,Hamilton,Mercedes,94,90,dry,6,soft,2,False,False,3,0,1,1,15
58,Jeddah,65,88,Sainz,Ferrari,88,92,dry,3,soft,2,False,True,4,0,0,1,12
58,Jeddah,65,88,Russell,Mercedes,87,90,dry,2,medium,2,False,False,5,0,0,1,10
58,Jeddah,65,88,Norris,McLaren,90,88,dry,5,medium,2,False,False,6,0,0,1,8
58,Jeddah,65,88,Leclerc,Ferrari,92,92,dry,9,medium,3,False,False,7,0,0,1,6
58,Jeddah,65,88,Alonso,AstonMartin,89,85,dry,6,medium,2,False,True,8,0,0,1,4
58,Jeddah,65,88,Piastri,McLaren,85,88,dry,9,medium,2,False,False,9,0,0,1,2
58,Jeddah,65,88,Stroll,AstonMartin,82,85,dry,10,medium,1,False,True,10,0,0,1,1
58,Jeddah,65,88,Ricciardo,AlphaTauri,84,77,dry,10,hard,2,False,False,11,0,0,0,0
58,Jeddah,65,88,Hulkenberg,Haas,82,74,dry,10,mixed,2,False,False,12,0,0,0,0
58,Jeddah,65,88,Gasly,Alpine,83,80,dry,17,soft,3,False,False,13,0,0,0,0
58,Jeddah,65,88,Bottas,AlfaRomeo,85,76,dry,16,medium,2,False,False,14,0,0,0,0
58,Jeddah,65,88,Magnussen,Haas,80,74,dry,13,medium,2,False,True,15,0,0,0,0
58,Jeddah,65,88,Tsunoda,AlphaTauri,81,77,dry,20,soft,1,False,False,16,0,0,0,0
58,Jeddah,65,88,Zhou,AlfaRomeo,79,76,dry,19,soft,2,False,False,17,0,0,0,0
58,Jeddah,65,88,Albon,Williams,83,75,dry,20,hard,2,False,False,18,0,0,0,0
58,Jeddah,65,88,Sargeant,Williams,77,75,dry,20,mixed,2,False,False,19,0,0,0,0
58,Jeddah,65,88,DeVries,Alpine,78,80,dry,10,hard,2,True,False,20,0,0,0,0
59,Spa,40,85,Sainz,Ferrari,88,92,dry,1,soft,2,False,False,1,1,1,1,25
59,Spa,40,85,Hamilton,Mercedes,94,90,dry,2,medium,1,False,True,2,0,1,1,18
59,Spa,40,85,Leclerc,Ferrari,92,92,dry,2,mixed,1,False,False,3,0,1,1,15
59,Spa,40,85,Verstappen,RedBull,95,95,dry,6,soft,2,False,False,4,0,0,1,12
59,Spa,40,85,Piastri,McLaren,85,88,dry,5,mixed,2,False,False,5,0,0,1,10
59,Spa,40,85,Norris,McLaren,90,88,dry,10,medium,2,False,False,6,0,0,1,8
59,Spa,40,85,Perez,RedBull,87,95,dry,13,soft,1,False,False,7,0,0,1,6
59,Spa,40,85,Gasly,Alpine,83,80,dry,5,hard,3,False,True,8,0,0,1,4
59,Spa,40,85,Alonso,AstonMartin,89,85,dry,12,medium,2,False,False,9,0,0,1,2
59,Spa,40,85,Ricciardo,AlphaTauri,84,77,dry,6,mixed,1,False,False,10,0,0,1,1
59,Spa,40,85,Russell,Mercedes,87,90,dry,16,hard,2,False,True,11,0,0,0,0
59,Spa,40,85,Albon,Williams,83,75,dry,10,medium,2,False,False,12,0,0,0,0
59,Spa,40,85,Stroll,AstonMartin,82,85,dry,13,mixed,3,False,False,13,0,0,0,0
59,Spa,40,85,Magnussen,Haas,80,74,dry,9,mixed,3,False,False,14,0,0,0,0
59,Spa,40,85,Bottas,AlfaRomeo,85,76,dry,12,soft,2,False,False,15,0,0,0,0
59,Spa,40,85,Tsunoda,AlphaTauri,81,77,dry,12,medium,3,False,False,16,0,0,0,0
59,Spa,40,85,Hulkenberg,Haas,82,74,dry,14,soft,2,False,False,17,0,0,0,0
59,Spa,40,85,Zhou,AlfaRomeo,79,76,dry,16,soft,2,False,False,18,0,0,0,0
59,Spa,40,85,DeVries,Alpine,78,80,dry,15,mixed,2,False,False,19,0,0,0,0
59,Spa,40,85,Sargeant,Williams,77,75,dry,20,soft,3,False,True,20,0,0,0,0
60,Miami,55,76,Verstappen,RedBull,95,95,wet,4,hard,2,False,False,1,1,1,1,25
60,Miami,55,76,Leclerc,Ferrari,92,92,wet,1,soft,2,False,False,2,0,1,1,18
60,Miami,55,76,Perez,RedBull,87,95,wet,2,medium,1,False,False,3,0,1,1,15
60,Miami,55,76,Russell,Mercedes,87,90,wet,1,soft,1,False,False,4,0,0,1,12
60,Miami,55,76,Hamilton,Mercedes,94,90,wet,7,medium,2,False,False,5,0,0,1,10
60,Miami,55,76,Sainz,Ferrari,88,92,wet,8,mixed,2,False,False,6,0,0,1,8
60,Miami,55,76,Norris,McLaren,90,88,wet,8,hard,2,False,False,7,0,0,1,6
60,Miami,55,76,Piastri,McLaren,85,88,wet,9,hard,2,False,True,8,0,0,1,4
60,Miami,55,76,Stroll,AstonMartin,82,85,wet,8,hard,2,False,False,9,0,0,1,2
60,Miami,55,76,Ricciardo,AlphaTauri,84,77,wet,9,soft,2,False,False,10,0,0,1,1
60,Miami,55,76,Alonso,AstonMartin,89,85,wet,15,hard,2,False,False,11,0,0,0,0
60,Miami,55,76,Gasly,Alpine,83,80,wet,12,mixed,3,False,False,12,0,0,0,0
60,Miami,55,76,DeVries,Alpine,78,80,wet,10,soft,1,False,True,13,0,0,0,0
60,Miami,55,76,Albon,Williams,83,75,wet,12,medium,3,False,False,14,0,0,0,0
60,Miami,55,76,Tsunoda,AlphaTauri,81,77,wet,16,mixed,2,False,False,15,0,0,0,0
60,Miami,55,76,Sargeant,Williams,77,75,wet,15,soft,1,False,True,16,0,0,0,0
